Timestamp,delivery_count,share_size,delivery_method,known_csf,csf_impact,grocery_influence,necessary_grocery,grocery_budget,covid_end,found_out,primary_motivations,seafood_quality,frozen_seafood,seafood_types,pickup_experience,pick_location,customer_service,recipes,home_delivery,special_order,website_experience,cooking_seafood,economic_health,fisher_livelihood,ocean_health,less_waste,fisher_access,species_education,member_events,nonseafood_addons,ocean_connection,community_connection,fisher_connection,affected_health,fair_price,recommend,other_csf,feedback,gender,age,household_number,grocery_expenditure ,income,name,
4/26/2020 9:15:42,4-6,Small,At a pick up location,Yes,Neutral,Slightly Influenced,"No, it is extra",Decreased,Likely to continue,Friend,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Convenience, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,satisfied,do-able,highly important,highly important,highly important,highly important,highly important,important,important,highly important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Female,45-54,3,$101 - $150,Rather not say,,
4/26/2020 9:34:58,7-9,Medium,At a pick up location,No,Slight Positive Impact,Slightly Influenced,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Convenience",very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,satisfied,satisfied,exactly what I want,important,important,important,important,somewhat important,somewhat important,important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,Yes,,Male,25-34,4,$101 - $150,Over $250K,Danny Seigle,
4/26/2020 10:02:19,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",Increased,Not sure,Physical Flier,"Environmental sustainabilty, Trustworthy/transparent sourcing",it's ok,N/A,satisfied,slightly unsatisfied,it's ok,it's ok,satisfied,N/A,slightly unsatisfied,satisfied,do-able,highly important,highly important,highly important,highly important,highly important,important,not important,not important,somewhat more than before,the same/not at all,the same/not at all,the same/not at all,It's a little overpriced,Too early to tell,No,,Other,25-34,6,$151 - $200,$201 - $250K,,
4/26/2020 10:14:10,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,IV Food Coop,"Quality/freshness, Access to variety or hard to find products, Environmental sustainabilty",very satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,it's ok,N/A,satisfied,satisfied,exactly what I want,important,important,highly important,important,important,important,somewhat important,not important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's overpriced,Likely,No,,Male,35-44,3,$151 - $200,< $50K,,
4/26/2020 12:44:46,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,work site NCEAS,"Quality/freshness, Personal health, Environmental sustainabilty",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,highly important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Female,65+,2,$51 - $100,$101 - $150K,,
4/26/2020 13:31:35,10 or more,Small,Home delivery,No,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,I don't remember :),"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,much more than before,much more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Male,65+,2,$51 - $100,$151 - $200K,Steve Jacobsen,
4/26/2020 16:23:02,7-9,Medium,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",Increased,Likely to continue,Friend,"Convenience, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,N/A,very satisfied,easy,highly important,highly important,important,important,important,important,not important,not important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,No,,Female,55-64,3,$101 - $150,$101 - $150K,,
4/26/2020 17:32:45,10 or more,Medium,Home delivery,Yes,Slight Positive Impact,Slightly Influenced,Sometimes,Increased,Likely to continue,Friend,"Quality/freshness, Access to variety or hard to find products, Environmental sustainabilty",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,important,not important,somewhat important,somewhat more than before,the same/not at all,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,35-44,4,$250+,$101 - $150K,Katy Smith,
4/27/2020 7:15:59,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Slightly Influenced,Sometimes,No Change,Likely to continue,"Physical Flier, I think at mosaic","Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,it's ok,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,very satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,35-44,2,Rather not say,Over $250K,,
4/27/2020 11:40:21,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Did not influence,"No, it is extra",No Change,Likely to continue,Your company came to the LinkedIn Carpinteria Campus,"Personal health, Environmental sustainabilty, Supporting our local fishing industry",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,important,highly important,somewhat more than before,somewhat more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,No,Love the bread and picking up at Topa Topa is great! I can find a beer to go with my fish meal - Thank you!,Female,45-54,1,$101 - $150,$101 - $150K,Mona Sampson,
4/27/2020 12:58:43,10 or more,Medium,At a pick up location,Yes,Neutral,Slightly Influenced,Yes,No Change,Likely to continue,"Friend, Kim selkoe","Quality/freshness, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,satisfied,satisfied,very satisfied,very satisfied,it's ok,N/A,N/A,satisfied,it's ok,easy,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,highly important,somewhat more than before,much more than before,much more than before,somewhat more than before,It's a little overpriced,I already have,No,"Love Get Hooked. Doubled my order (now weekly instead of bi-weekly) as a result of stay-at-home orders. My only small negative comment is that I find it difficult to add on items -- I get the text, but rarely w/ enough time to respond, and I would like to be able to click straight from the text to the website. The current system requires me to be near my laptop during the short window of time to add on to an order. ",Female,45-54,2,$201 - $250,$101 - $150K,,
4/27/2020 14:41:24,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,I think Kim emailed me to join the trail phase of GH before you fully launched.,"Environmental sustainabilty, Connecting to community, Trustworthy/transparent sourcing",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,N/A,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,not important,the same/not at all,somewhat more than before,somewhat more than before,the same/not at all,"Yes, it's fair",I already have,No,Thanks for making Get Hooked happen!,Female,35-44,2,$151 - $200,$101 - $150K,Molly Troup,
4/27/2020 15:11:37,4-6,Medium,At a pick up location,Yes,Neutral,Did not influence,Sometimes,No Change,Likely to continue,Access Card,"Connecting to community, love seafood",very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,satisfied,it's ok,easy,highly important,highly important,highly important,highly important,highly important,important,important,important,the same/not at all,the same/not at all,much more than before,the same/not at all,"Yes, it's fair",Likely,No,I have been so pleased with what I've received so I don't mind waiting until the day before to know what I'm getting.,Female,45-54,2,Rather not say,$50 - $100K,,
4/27/2020 16:19:38,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,"Don't remember, it's been a long time.","Quality/freshness, Personal health, Environmental sustainabilty",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,it's ok,N/A,N/A,N/A,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,not important,not important,the same/not at all,the same/not at all,the same/not at all,the same/not at all,"Yes, it's fair",I already have,Yes,,Rather not say,Rather not say,Rather not say,Rather not say,Rather not say,,
4/27/2020 17:42:10,7-9,Small,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,Yes,Decreased,Likely to continue,"Social Media, Insragram","Quality/freshness, Price, Connecting to community",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,very satisfied,N/A,slightly unsatisfied,satisfied,exactly what I want,important,highly important,highly important,highly important,highly important,highly important,somewhat important,important,it's changed my life,much more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,35-44,1,$51 - $100,$50 - $100K,,
4/28/2020 4:58:15,1-3,Small,Home delivery,Yes,Large Positive Impact,Greatly Influenced,Yes,Increased,Likely to continue,Family member,"Quality/freshness, Personal health, Supporting the local economy",very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,slightly unsatisfied,do-able,important,highly important,highly important,important,highly important,highly important,important,highly important,the same/not at all,somewhat more than before,somewhat more than before,the same/not at all,"Yes, it's fair",I already have,No,Great job!,Female,55-64,2,$51 - $100,$50 - $100K,,
